No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
160	EHDSCondition	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language	EuCondition	language	EQ						R				EQ						R		
161	EHDSCondition	header.version	0..1	Business version of the resource.	string		Version	EuCondition	meta.versionId	EQ						R				EQ						R		
162	EHDSCondition	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EuCondition	text	EQ						R				EQ						R		
163	EHDSCondition	problem	1..1	Code identifying the condition, problem or diagnosis	CodeableConcept	ICD-10, SNOMED CT, ICD-O, Orphacode if rare disease is diagnosed (preferred)	Code identifying the condition, problem or diagnosis	EuCondition	code	EQ						R	Impression			EQ						R	Impression	
164	EHDSCondition	onsetDate	0..1	Onset date of a problem/condition	dateTime		Onset date of a problem/condition	EuCondition	onset[x]	EQ						R				EQ						R		R
165	EHDSCondition	endDate	0..1	The date or estimated date that the condition resolved or went into remission	dateTime		The date or estimated date that the condition resolved or went into remission	EuCondition	abatement[x]	EQ						R				EQ						R		R
166	EHDSCondition	category	0..*	Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations).	CodeableConcept		Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations).	EuCondition	category	EQ						R				EQ						R		R
167	EHDSCondition	problemStatus	0..1	Status of the condition/problem (active, resolved, inactive, ...)	CodeableConcept	HL7 Condition Clinical Status Codes (preferred)	Status of the condition/problem (active, resolved, inactive, ...)	EuCondition	clinicalStatus	EQ						R	Impression			EQ						R	Impression	
168	EHDSCondition	resolutionCircumstances	0..*	Status of the condition/problem (active, resolved, inactive, ...)	string		Describes the reason for which the status of the problem changed from current to inactive (e.g. surgical procedure, medical treatment, etc.).	EuCondition	evidence.concept	EQ	When condition is inactive, the evidence for this should be listed here.				X	R				EQ	When condition is inactive, the evidence for this should be listed here.				X	R		R
169	EHDSCondition	severity	0..1	A subjective assessment of the severity of the condition as evaluated by the clinician.	CodeableConcept	HL7 Condition/Diagnosis Severity	SNOMED CT (preferred)	EuCondition	severity	EQ						R	Impression			EQ						R	Impression	R
170	EHDSCondition	anatomicLocation	0..*	The anatomical location including laterality where this condition manifests itself.	EHDSBodyStructure		The anatomical location including laterality where this condition manifests itself.	EuCondition	bodySite	EQ						R	Impression			EQ						R	Impression	R
171	EHDSCondition	stage	0..*	Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.	CodeableConcept	e.g. TNM, ICD-O-3, Bi-Rads, Li-Rads, … (preferred)	Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.	EuCondition	stage	EQ						R				EQ						R		R
172	EHDSCondition	diagnosisAssertionStatus	0..1	Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition.	CodeableConcept	HL7 Condition Verification Status (preferred)	Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition.	EuCondition	verificationStatus	EQ						R				EQ						R		R
173	EHDSCondition	asserter	0..1	The asserter of the condition	EHDSHealthProfessional		The asserter of the condition							The meaning of this field is not clear. If it's the author it is mapped in the participant element										The meaning of this field is not clear. If it's the author it is mapped in the participant element				
174	EHDSCondition	assertedDate	0..1	Date and time of the diagnosis assertion	dateTime		Date and time of the diagnosis assertion																					
175	EHDSCondition	specialistContact	0..*	Health Professional who may be specifically related to the problem, as a preferred contact.	EHDSHealthProfessional		Health Professional who may be specifically related to the problem, as a preferred contact.	EuCondition	participant.extension[specialist-contact]	EQ					Besides extension, the modeling could be a new value in the value set for .function	R				EQ					Besides extension, the modeling could be a new value in the value set for .function	R		
176	EHDSCondition	externalResource	0..*	External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines.	uri		External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines.	EuCondition	evidence	EQ						R				EQ						R		
177	EHDSCoverage		0..*	EHDS refined base model for Coverage			Coverage model																					
178	EHDSCoverage	identifier	0..*	Business Identifier for the coverage	Identifier		Business Identifier for the coverage	EuCoverage	identifier	SB						R				SB						R		
179	EHDSCoverage	type	0..1	Type of coverage: social program, medical plan, accident coverage (workers compensation, auto), group health or payment by an individual or organisation.	CodeableConcept	hl7:coverage-selfpay, hl7:v3-ActCoverageTypeCode (preferred)	Type of coverage: social program, medical plan, accident coverage (workers compensation, auto), group health or payment by an individual or organisation.	EuCoverage	type	SB						R				SB						R		
180	EHDSCoverage	patient	1..1	Patient who benefits from the insurance coverage when products and/or services are provided.	EHDSPatient		Patient who benefits from the insurance coverage when products and/or services are provided.	EuCoverage	beneficiary	SB		EuPatient				R				SB		EuPatient				R		
181	EHDSCoverage	payor	1..*	Payor including both insurance and non-insurance agreements, such as patient-pay agreements.	Base		Payor including both insurance and non-insurance agreements, such as patient-pay agreements.	EuCoverage	kind	SB						R				SB						R		
182	EHDSCoverage	payor						EuCoverage	paymentBy.party	SB	When selfpay, include reference to party that will pay	EuPatient, EuRelatedPersion, EuOrganization				R				SB	When selfpay, include reference to party that will pay	EuPatient, EuRelatedPersion, EuOrganization				R		
183	EHDSCoverage	payor.payorEntity[x]	1..1	Payor entity	EHDSOrganisation		Payor entity	EuCoverage	insurer	SB		EuOrganization				R				SB		EuOrganization				R		
184	EHDSCoverage	payor.payorEntity[x]	1..1	Payor entity	EHDSPatient		Payor entity																					
185	EHDSCoverage	payor.subscriberId	0..1	Number or code under which the insured person is registered at the insurance provider.	Identifier		Number or code under which the insured person is registered at the insurance provider.	EuCoverage	subscriberId	SB						R				SB						R		
186	EHDSCurrentPregnancy		0..*	Current pregnancy status			Current pregnancy status model																					
187	EHDSCurrentPregnancy	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
188	EHDSCurrentPregnancy	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
189	EHDSCurrentPregnancy	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
190	EHDSCurrentPregnancy	header.authorship	1..*	Resource authoring details	Base		Authorship																					
191	EHDSCurrentPregnancy	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
192	EHDSCurrentPregnancy	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
193	EHDSCurrentPregnancy	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
194	EHDSCurrentPregnancy	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
195	EHDSCurrentPregnancy	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
196	EHDSCurrentPregnancy	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource																					
197	EHDSCurrentPregnancy	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
198	EHDSCurrentPregnancy	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
199	EHDSCurrentPregnancy	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
200	EHDSCurrentPregnancy	header.version	0..1	Business version of the resource.	string		Version																					
201	EHDSCurrentPregnancy	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
202	EHDSCurrentPregnancy	narrative	0..1	Narrative description describing the status of the current pregnancy.	string		Textual description of current pregnancy status																					
203	EHDSCurrentPregnancy	currentPregnancyStatus	1..1	Current state of the pregnancy at the date the observation was made, e.g. pregnant, not pregnant, unknown.	CodeableConcept	SNOMED CT (preferred)	Current pregnancy status																					
204	EHDSCurrentPregnancy	dateOfStatus	0..1	Effective date of the current pregnancy status.	dateTime		Effective date of the current pregnancy status.																					
205	EHDSCurrentPregnancy	expectedDateOfDelivery	0..1	Date in which the woman is due to give birth. Year, day and month are required.	date		Date in which the woman is due to give birth. Year, day and month are required.																					
206	EHDSCurrentPregnancy	gestationalAge	0..1	Gestational age - duration of the pregnancy on the day on which the patient was asked or at the delivery. The duration can be given in weeks and/or days.	Quantity		Duration of the pregnancy at this day																					
207	EHDSDataSet		0..*	Common elements (including header) for all documents and their independently functioning parts, e.g FHIR resources.			DataSet model																					
208	EHDSDataSet	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
209	EHDSDataSet	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
210	EHDSDataSet	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
